Insulator,0.89,-6.369,156.819,90.153,599.474,14.532,2.564,14.305,2.463,3.132,6.097e-05,Fe2O4,mp-1097003
Metal,0.0,-3.507,136.056,49.577,337.87,23.312,2.933,22.911,2.829,2.784,6.233e-05,Ni4Ge4,mp-1099
Metal,0.0,-1.615,37.737,17.921,345.15,3.021,2.996,2.938,2.768,4.164,6.28e-05,Mg1,mp-110
Metal,0.0,-6.381,151.487,86.949,358.477,31.536,2.845,29.914,2.779,3.172,5.375e-05,Ge8W4,mp-1101810
Metal,0.0,-2.833,58.406,24.276,417.619,32.389,2.824,31.239,2.729,3.107,6.017e-05,Mg8Si4,mp-1101851
Metal,0.0,-4.626,72.037,24.036,172.87,36.519,3.03,35.337,2.954,2.748,5.213e-05,Ba4Si4Pt4,mp-1101912
Insulator,2.883,-5.789,91.564,34.991,509.94,31.301,2.679,31.234,2.611,2.944,6.064e-05,Mg6O6,mp-1101930
Metal,0.0,-7.41,271.767,90.21,331.411,30.361,2.855,28.44,2.819,2.926,5.292e-05,Ti4Os8,mp-1101941
Metal,0.0,-6.664,171.037,79.445,367.779,34.937,2.836,32.288,2.81,3.161,5.21e-05,Hf4Si4Ni4,mp-1101952
Insulator,0.398,-5.443,114.633,53.227,491.437,33.394,2.698,32.465,2.639,2.701,6.109e-05,Ti4S8,mp-1101969
Metal,0.0,-3.959,73.752,26.509,199.242,36.292,3.039,35.218,2.933,2.814,5.359e-05,Ca4Sn4Pt4,mp-1102040
Insulator,2.511,-5.267,143.733,50.475,411.397,32.413,2.798,31.38,2.692,2.629,5.993e-05,Te4O8,mp-1102087
Metal,0.0,-5.638,173.312,82.474,362.101,35.289,2.831,34.269,2.8,2.909,5.223e-05,Ti4Si4Pt4,mp-1102195
Insulator,0.224,-3.18,21.202,10.243,136.228,40.296,3.13,39.976,2.978,2.656,5.236e-05,Ba4Ca4Pb4,mp-1102214
Insulator,6.43,-7.429,14.073,14.522,769.95,13.018,2.261,12.409,2.145,3.516,7.452e-05,C4O8,mp-1102227
Insulator,2.313,-7.898,210.51,140.083,791.862,27.612,2.15,27.027,2.077,2.859,6.141e-05,Ti4O8,mp-1102255
Metal,0.0,-7.302,174.81,94.062,394.717,35.323,2.801,31.709,2.771,3.066,5.191e-05,Hf4Fe4Si4,mp-1102314
Metal,0.0,-2.966,73.546,26.532,214.192,36.871,3.042,35.877,2.936,2.732,5.433e-05,Ni4Te8,mp-1102324
Insulator,1.605,-4.77,82.8,92.949,986.851,24.74,1.999,23.059,1.984,3.041,5.888e-05,O12,mp-1102442
Metal,0.0,-6.836,164.3,93.754,492.189,34.586,2.673,31.387,2.648,3.268,6.023e-05,Zr4Fe4Si4,mp-1102452
Metal,0.0,-3.029,58.769,23.45,244.676,35.771,3.029,34.41,2.91,2.45,5.502e-05,Zn4Se8,mp-1102515
Metal,0.0,-8.008,155.294,72.154,374.883,35.411,2.789,32.02,2.761,2.996,6.02e-05,Zr4Si4Mo4,mp-1102520
Insulator,2.726,-7.917,192.974,109.76,739.667,28.575,2.26,28.145,2.195,2.749,6.109e-05,Ti4O8,mp-1102591
Metal,0.0,-4.087,59.48,19.844,190.967,36.701,3.033,35.533,2.941,2.907,5.196e-05,Ba4Si4Pd4,mp-1102609
Metal,0.0,-2.723,49.436,24.737,265.088,34.273,3.028,33.843,2.877,3.272,6.178e-05,Ca4Mg4Pd4,mp-1102662
Metal,0.0,-5.736,144.141,58.191,310.778,32.324,2.889,28.293,2.825,3.056,6.221e-05,Zr4Ni4Ge4,mp-1102687
Metal,0.0,-6.164,160.021,72.975,333.865,32.041,2.878,28.548,2.831,3.101,5.345e-05,Hf4Ni4Ge4,mp-1102702
Insulator,3.359,-7.919,100.804,52.546,385.142,34.387,2.755,33.533,2.736,2.74,5.197e-05,Ba2W2O8,mp-1102717
Metal,0.0,-9.052,185.646,86.127,320.308,34.307,2.884,30.079,2.858,3.043,5.202e-05,Hf4Si4W4,mp-1102732
Metal,0.0,-3.245,70.568,31.34,363.523,35.033,2.907,33.846,2.809,2.475,6.105e-05,Zn4S8,mp-1102743
Metal,0.0,-7.452,182.126,100.499,981.656,23.137,1.802,22.59,1.783,2.748,7.38e-05,Si4C8,mp-1102811
Metal,0.0,-5.092,90.244,41.377,438.801,33.001,2.746,32.095,2.686,2.636,6.109e-05,Ti4S8,mp-1102845
Metal,0.0,-2.413,40.753,22.576,199.18,35.648,3.152,34.451,2.95,3.069,5.215e-05,Mg8Pb4,mp-1102915
Metal,0.0,-2.818,24.448,10.593,127.438,43.077,3.144,40.967,2.973,2.788,5.244e-05,Ba8Pd4,mp-1103028
Metal,0.0,-3.238,58.73,23.076,192.314,36.565,3.059,35.913,2.93,2.932,5.341e-05,Sr4Mg4Pt4,mp-1103033
Metal,0.0,-3.307,36.202,19.554,243.324,35.228,3.028,33.451,2.911,3.212,5.203e-05,Ba4Mg4Si4,mp-1103039
Metal,0.0,-4.801,166.281,74.049,444.762,34.915,2.767,32.53,2.719,3.137,6.033e-05,Cr4Si4Ni4,mp-1103085
Metal,0.0,-5.112,151.31,65.128,408.46,35.799,2.795,34.302,2.75,2.914,6.048e-05,Ti4Si4Pd4,mp-1103162
Insulator,1.305,-4.261,108.359,69.176,369.424,34.163,2.873,33.26,2.753,2.64,5.506e-05,Fe4Se8,mp-1103177
Metal,0.0,-7.959,82.71,29.849,217.686,40.228,2.976,38.985,2.922,2.669,5.994e-05,Zr9Te3,mp-1103188
Metal,0.0,-3.941,122.097,50.06,223.22,35.089,2.991,33.631,2.911,2.939,4.748e-05,Ca4Pt8,mp-1103211
Metal,0.0,-2.532,146.874,44.973,268.825,33.937,3.009,32.959,2.892,2.845,6.07e-05,Zn4Pd8,mp-1103252
Metal,0.0,-6.185,154.142,78.513,423.168,34.225,2.757,32.137,2.731,3.265,6.052e-05,Zr4Si4Ni4,mp-1103272
Metal,0.0,-8.152,194.531,80.815,348.397,32.993,2.85,29.84,2.824,2.983,5.189e-05,Zr4Si4Os4,mp-1103293
Metal,0.0,-6.474,135.684,55.504,323.002,36.042,2.879,33.055,2.825,3.065,6.057e-05,Zr4Si4Pd4,mp-1103414
Insulator,2.535,-5.293,138.028,50.953,411.714,32.594,2.808,31.533,2.732,2.604,5.993e-05,Te4O8,mp-1103475
Insulator,4.807,-7.134,130.49,69.006,570.461,34.898,2.598,34.661,2.521,2.88,5.193e-05,Ba1Ca2Mg1Si2O8,mp-1103554
Metal,0.0,-3.217,33.745,15.991,197.621,48.557,3.055,42.86,2.943,2.825,5.347e-05,Ca10Pt4,mp-1103570
Insulator,1.648,-3.789,54.522,24.863,282.471,35.508,2.993,34.33,2.868,2.406,5.492e-05,Mg4Se8,mp-1103590
Metal,0.0,-6.068,128.67,52.224,292.942,31.639,2.914,29.362,2.849,3.008,6.206e-05,Zr4Ge4Pd4,mp-1103608
Metal,0.0,-4.454,179.271,77.196,434.239,33.038,2.772,30.5,2.744,3.177,6.053e-05,Fe4Si4Ni4,mp-1103705
Metal,0.0,-4.268,54.133,30.826,281.105,34.715,3.034,33.486,2.891,2.982,5.379e-05,Ba2Ge12,mp-1103747
Metal,0.0,-7.097,76.999,20.425,263.737,40.099,2.959,39.548,2.897,2.505,6.083e-05,Zr6S8,mp-1103820
Insulator,1.144,-5.207,140.029,59.253,428.666,38.581,2.8,37.163,2.731,2.55,6.022e-05,Zn4Sn2O8,mp-1103830
Metal,0.0,-4.727,148.567,51.706,312.751,41.715,2.961,39.684,2.85,2.683,5.196e-05,Pd4Pb2O8,mp-1103838
Insulator,4.399,-6.833,132.102,74.791,746.563,30.799,2.306,31.042,2.287,2.765,5.998e-05,Mg4Si2O8,mp-1103987
Metal,0.0,-6.334,101.461,55.437,389.242,42.437,2.817,40.806,2.745,2.663,6.112e-05,Fe1Mo6S8,mp-1103998
Metal,0.0,-6.058,75.493,32.873,252.635,42.437,2.988,40.98,2.888,2.808,5.178e-05,Ba2Mo6Se6,mp-1104001
Metal,0.0,-3.245,41.159,15.169,157.481,50.042,3.073,44.299,2.963,2.738,5.27e-05,Sr9Pt6,mp-1104074
Metal,0.0,-5.805,88.2,36.346,307.828,44.29,2.919,43.32,2.833,2.673,5.523e-05,Sn1Mo6Se8,mp-1104129
Metal,0.0,-6.382,86.329,47.985,382.101,41.796,2.786,40.939,2.757,2.51,6.084e-05,Ca1Mo6S8,mp-1104194
Metal,0.0,-6.017,108.296,48.855,323.248,44.789,2.887,43.082,2.811,2.54,5.514e-05,Ti1Mo6Se8,mp-1104333
Metal,0.0,-5.37,86.344,41.818,396.923,38.305,2.811,36.875,2.74,2.63,6.101e-05,Ti4Ni1S8,mp-1104366
Metal,0.0,-6.245,95.02,48.361,336.733,42.165,2.844,41.246,2.805,2.587,5.267e-05,Mo6Pb1S8,mp-1104554
Metal,0.0,-6.448,130.518,71.898,423.82,39.357,2.783,38.363,2.723,2.699,6.112e-05,Mo6S8,mp-1104577
Metal,0.0,-2.786,38.948,15.667,227.16,49.526,3.057,42.945,2.922,3.039,6.229e-05,Ca9Pd6,mp-1104661
Metal,0.0,-2.699,27.819,14.439,221.759,47.981,3.043,42.029,2.917,3.109,6.22e-05,Ca10Pd4,mp-1104669
Metal,0.0,-3.461,86.207,29.14,236.573,41.729,3.017,39.933,2.916,2.761,5.241e-05,Ni6Pb4S4,mp-1104854
Insulator,2.807,-5.145,48.966,19.713,292.179,41.01,2.948,39.119,2.87,2.608,6.106e-05,Sr4Si2S8,mp-1104926
Insulator,2.319,-6.105,86.615,41.38,322.6,8.751,2.974,8.345,2.823,3.239,5.186e-05,Ba1O2,mp-1105
Metal,0.0,-6.665,168.671,97.362,479.801,54.301,2.727,55.936,2.65,2.583,5.203e-05,Sr4Os4O12,mp-1105153
Insulator,3.048,-6.865,138.634,85.606,489.982,55.278,2.722,55.646,2.64,2.658,5.191e-05,Sr4Zn2W2O12,mp-1105272
Metal,0.0,-3.834,66.651,30.079,270.799,50.006,3.0,46.375,2.887,2.953,6.164e-05,Ca5Ge6Pd6,mp-1105294
Metal,0.0,-4.095,58.123,30.18,282.203,46.496,3.056,46.224,2.898,2.949,6.246e-05,Sr4Ge12,mp-1105296
Metal,0.0,-6.644,153.596,87.723,531.886,53.9,2.668,54.961,2.582,2.778,5.203e-05,Ca4Fe2Os2O12,mp-1105304
Metal,0.0,-4.096,53.539,22.828,228.411,46.261,3.096,44.919,2.925,2.951,5.369e-05,Ba4Ge12,mp-1105500
Insulator,1.379,-6.849,54.951,24.007,236.201,58.247,2.955,55.9,2.888,2.406,5.231e-05,Ba4Hf4S12,mp-1105549
Metal,0.0,-3.366,56.036,21.231,212.821,52.685,3.039,45.36,2.926,2.974,5.268e-05,Ca10Pt6,mp-1105651
Insulator,3.347,-6.822,115.855,48.765,429.198,51.317,2.746,49.016,2.683,2.378,5.101e-05,Pb4C4O12,mp-1105697
Insulator,2.318,-5.658,111.527,43.654,330.342,45.908,2.9,43.935,2.815,2.482,5.17e-05,Te2Pb4O10,mp-1105700
Insulator,0.988,-5.265,57.94,28.041,415.531,54.668,2.802,50.707,2.731,2.725,6.105e-05,Ti4Ge4S12,mp-1105715
Metal,0.0,-7.126,150.45,68.725,429.376,45.196,2.743,44.027,2.699,3.408,6.006e-05,Zr6Fe4Si6,mp-1105799
Metal,0.0,-4.182,84.728,32.552,239.911,48.215,3.021,45.111,2.921,2.759,5.357e-05,Ca4Ge8Pt4,mp-1105802
Metal,0.0,-4.001,178.059,62.294,313.648,48.549,2.898,46.44,2.842,2.924,6.156e-05,Ti4Pd12,mp-1105911
Insulator,1.89,-6.481,162.879,82.296,503.933,54.692,2.655,54.151,2.579,2.69,6.108e-05,Ca1Ti4Pd3O12,mp-1105917
Metal,0.0,-6.256,243.956,120.376,489.632,45.174,2.657,45.648,2.622,2.88,5.985e-05,Si6Ru10,mp-1105935
Insulator,0.372,-3.271,29.367,13.526,199.673,38.77,3.049,40.155,2.934,2.953,6.054e-05,Sr8Si4,mp-1106
Metal,0.0,-7.414,106.764,43.643,288.577,54.281,2.908,49.668,2.858,2.836,6.018e-05,Zr10Si2Sn6,mp-1106020
Metal,0.0,-2.651,26.858,13.226,218.783,51.573,3.051,45.777,2.909,3.271,6.211e-05,Ca12Pd4,mp-1106061
Metal,0.0,-3.908,74.939,19.939,182.763,9.727,3.024,9.171,2.936,2.784,5.307e-05,Pt1Se2,mp-1115
Metal,0.0,-1.626,35.189,17.745,307.82,102.208,2.995,96.285,2.805,3.267,6.194e-05,Sr4Mg34,mp-1116
Metal,0.0,-3.583,187.837,71.726,448.969,32.979,2.765,30.412,2.746,2.921,6.098e-05,Si4Ni8,mp-1118
Insulator,0.889,-5.739,178.715,136.012,723.128,23.167,2.328,23.076,2.316,2.785,6.093e-05,Cr3Si6,mp-11191
Metal,0.0,-0.81,57.211,29.784,289.255,30.944,3.158,29.752,2.887,3.208,6.196e-05,Mg4Zn8,mp-1124
Insulator,0.285,-3.244,21.933,12.166,164.481,39.943,3.091,39.801,2.955,2.937,5.353e-05,Ba4Ca4Sn4,mp-11265
Metal,0.0,-3.739,40.252,19.188,211.423,12.196,3.071,11.757,2.929,3.133,6.205e-05,Ca1Sn3,mp-11290
Insulator,4.587,-7.293,126.156,70.782,752.724,95.816,2.279,92.405,2.291,2.896,5.99e-05,Ca2Mg5Si8O24,mp-1129406
Metal,0.0,-7.787,136.669,79.399,460.738,11.014,2.712,10.639,2.657,3.408,6.048e-05,Zr2Si2,mp-11322
Metal,0.0,-9.7,225.802,120.372,309.58,5.902,2.872,5.738,2.838,2.877,5.334e-05,Hf1Os1,mp-11452
Metal,0.0,-5.227,170.111,62.66,272.585,49.286,2.933,46.534,2.874,3.07,5.236e-05,Hf4Pd12,mp-11453
Metal,0.0,-7.722,129.892,36.981,196.967,9.022,2.977,8.724,2.944,3.07,5.37e-05,Hf2Pd1,mp-11454
Metal,0.0,-7.781,181.11,33.833,176.997,6.074,2.994,5.863,2.947,3.26,5.365e-05,Hf1Pt1,mp-11455
Metal,0.0,-6.253,224.975,86.882,267.077,49.931,2.936,49.165,2.891,3.162,4.778e-05,Hf4Pt12,mp-11456
Insulator,1.299,-7.995,175.439,96.245,698.806,41.164,2.353,39.803,2.303,2.735,6.092e-05,Ti6O10,mp-1147
Metal,0.0,-3.664,208.998,77.356,382.146,22.056,2.817,22.181,2.747,3.111,6.212e-05,Ni6Mo2,mp-11506
Metal,0.0,-3.311,203.47,75.011,384.703,14.106,2.823,13.585,2.758,3.305,6.212e-05,Ni4Mo1,mp-11507
Metal,0.0,-2.557,151.34,56.177,328.914,11.866,2.958,11.386,2.839,2.913,6.194e-05,Ni3Sn1,mp-11522
Metal,0.0,-2.571,150.952,55.225,329.2,11.918,2.956,11.33,2.833,2.835,6.194e-05,Ni3Sn1,mp-11523
Metal,0.0,-0.869,91.583,42.143,319.285,79.49,3.042,74.462,2.849,3.04,6.172e-05,Zn22Ni4,mp-11532
Metal,0.0,-3.153,164.671,67.841,348.965,17.792,2.873,17.397,2.794,3.21,6.202e-05,Zr1Zn1Ni4,mp-11533
Metal,0.0,-4.128,187.762,43.637,228.845,6.036,2.989,5.51,2.933,2.922,6.017e-05,Pt1O1,mp-11540
Metal,0.0,-8.732,203.562,99.817,333.056,5.798,2.84,5.693,2.81,2.832,5.308e-05,Zr1Os1,mp-11541
Metal,0.0,-4.331,151.62,17.027,185.985,5.846,2.992,5.773,2.926,3.447,6.192e-05,Ti1Pd1,mp-11546
Metal,0.0,-5.169,187.961,26.194,186.337,5.951,2.976,5.792,2.928,3.306,5.341e-05,Ti1Pt1,mp-11552
Metal,0.0,-7.0,163.23,46.11,225.225,6.039,2.973,5.844,2.92,3.187,5.335e-05,Zr1Pt1,mp-11554
Metal,0.0,-7.028,100.316,24.9,210.238,17.864,2.972,17.594,2.923,2.864,6.216e-05,Zr4Fe2,mp-1159
Metal,0.0,-4.728,18.587,15.059,183.028,36.335,3.01,35.438,2.923,3.008,4.672e-05,Hf2Te10,mp-1168
Insulator,4.994,-7.769,141.104,73.351,801.423,53.437,2.108,49.805,2.144,2.74,5.925e-05,Si8O16,mp-11684
Metal,0.0,-3.735,84.971,24.369,160.876,12.576,3.04,11.792,2.948,2.75,4.712e-05,Te2Pt2,mp-11693
Metal,0.0,-3.704,36.121,19.103,185.463,6.089,3.107,5.827,2.95,3.019,6.243e-05,Sn2,mp-117
Insulator,1.283,-4.231,39.052,18.368,275.309,8.773,2.954,7.862,2.843,2.924,6.081e-05,Sn1S2,mp-1170
Insulator,6.124,-7.444,-11.308,4.233,745.397,12.852,2.299,12.386,2.166,3.516,7.452e-05,C2O4,mp-11725
Insulator,1.486,-8.521,178.52,97.315,511.074,73.852,2.65,74.818,2.629,2.595,5.152e-05,W8O24,mp-1172828
Insulator,4.131,-8.432,196.627,103.578,663.414,30.074,2.396,29.095,2.349,2.881,6.097e-05,Zr2Si2O8,mp-11736
Metal,0.0,-5.386,104.978,56.103,359.378,26.911,2.864,25.59,2.79,2.833,6.035e-05,Ti5Se4,mp-11765
Insulator,2.18,-8.36,128.821,64.729,497.981,47.702,2.652,44.491,2.629,2.617,5.143e-05,W4O14,mp-1178760
Insulator,2.054,-7.932,72.063,48.752,540.293,57.365,2.56,51.655,2.518,2.737,5.139e-05,W4O20,mp-1178791
Metal,0.0,-10.31,251.956,103.289,310.484,62.48,2.884,59.791,2.842,2.829,5.465e-05,W20,mp-1178801
Insulator,3.75,-6.454,78.994,44.844,417.749,32.238,2.815,31.836,2.701,2.87,6.05e-05,Sr4O8,mp-1179089
Insulator,2.878,-5.038,4.924,6.721,454.931,40.835,2.707,39.815,2.628,2.788,6.707e-05,Se4O12,mp-1179125
Insulator,3.294,-5.955,59.643,34.784,554.175,34.293,2.597,33.818,2.495,2.718,6.012e-05,Sr2O12,mp-1179128
Insulator,3.265,-5.934,54.44,25.188,525.225,34.997,2.628,34.331,2.521,2.67,6.012e-05,Sr2O12,mp-1179143
Insulator,2.699,-5.013,15.178,15.763,506.845,52.436,2.658,47.799,2.597,2.72,6.702e-05,Se4O16,mp-1179144
Insulator,3.191,-5.814,36.058,21.911,604.108,27.318,2.525,26.329,2.428,2.696,5.993e-05,Sr1O10,mp-1179197
Insulator,3.172,-5.837,43.474,25.747,631.604,54.254,2.492,48.534,2.407,2.52,5.988e-05,Sr2O20,mp-1179224
Insulator,3.122,-5.798,19.809,14.926,572.337,54.26,2.578,48.75,2.502,2.557,5.988e-05,Sr2O20,mp-1179236
Insulator,5.472,-7.566,74.93,31.071,690.753,116.173,2.351,104.631,2.309,2.723,5.911e-05,Si16O36,mp-1179275
Insulator,2.991,-5.613,43.416,31.525,365.641,155.83,2.802,150.114,2.753,2.477,6.02e-05,Sr24Te24O72,mp-1179320
Insulator,1.538,-5.786,57.206,22.952,363.796,74.379,2.863,72.331,2.779,2.467,5.986e-05,Sn12O16,mp-1179450
Insulator,3.976,-5.747,6.946,4.37,581.928,24.885,2.562,25.266,2.535,3.122,6.807e-05,S2O8,mp-1179608
Metal,0.0,-4.85,151.491,75.317,332.182,11.732,2.933,11.209,2.829,2.99,5.323e-05,Fe3Pt1,mp-11798
Insulator,3.278,-7.178,61.594,22.205,467.454,44.384,2.692,40.197,2.515,2.669,5.591e-05,Pb2C8O8,mp-1179835
Insulator,1.504,-7.471,157.946,84.61,577.769,22.253,2.549,22.967,2.484,2.875,6.01e-05,Mo2O6,mp-1180216
Insulator,3.441,-5.776,115.381,56.52,597.862,38.202,2.504,35.892,2.48,2.955,6.063e-05,Mg8O8,mp-1180312
Metal,0.0,-2.912,33.656,19.503,206.571,18.105,3.102,17.372,2.937,2.98,5.327e-05,Ba2Zn2Ge2,mp-11818
Metal,0.0,-6.061,80.088,39.387,379.873,37.368,2.863,35.645,2.744,2.647,6.112e-05,Cr5S8,mp-1181961
Insulator,5.352,-7.585,-3.176,1.037,671.938,19.352,2.402,19.364,2.284,3.135,8.302e-05,C4O4,mp-1181994
Insulator,1.63,-5.555,132.545,50.125,407.975,40.554,2.838,40.166,2.745,2.673,5.19e-05,Ba2Pd2O10,mp-1182093
Insulator,3.139,-6.408,74.811,42.821,357.896,64.548,2.899,63.966,2.802,2.615,5.182e-05,Ba8O16,mp-1182141
Metal,0.0,-3.192,27.278,13.604,175.965,47.053,3.108,45.112,2.952,2.901,5.262e-05,Ca10Pb6,mp-1182146
Insulator,2.988,-5.925,35.627,23.78,688.649,53.053,2.383,46.608,2.33,2.52,5.988e-05,Ca2O20,mp-1182183
Insulator,2.076,-4.99,30.937,9.167,313.823,64.982,2.913,60.302,2.837,2.517,5.248e-05,Ba4S16O4,mp-1182185
Insulator,4.389,-7.353,108.773,64.274,666.776,139.217,2.334,131.337,2.334,2.85,6.022e-05,Ca16Si8O40,mp-1182212
Insulator,2.686,-6.615,143.116,78.607,524.087,62.767,2.691,61.34,2.616,2.665,5.183e-05,Ba2Ge6O16,mp-1182246
Insulator,4.376,-6.109,28.415,18.304,442.194,56.132,2.701,50.001,2.646,2.659,5.171e-05,Ba2S4O16,mp-1182450
Insulator,2.666,-5.912,17.693,12.234,498.63,55.446,2.67,50.599,2.593,2.564,5.161e-05,Ba2O20,mp-1182511
Insulator,2.72,-5.995,48.191,26.854,550.64,55.319,2.618,50.786,2.527,2.62,5.161e-05,Ba2O20,mp-1182576
Metal,0.0,-2.917,97.402,43.357,258.684,18.087,2.999,17.387,2.894,3.126,6.058e-05,Ca1Pd5,mp-11826
Insulator,1.279,-4.8,40.0,19.034,237.947,55.678,3.016,53.888,2.909,2.521,5.267e-05,Ba4Sn4S12,mp-1183370
Insulator,0.976,-6.882,60.274,20.62,334.163,8.503,2.853,8.427,2.79,2.971,6.108e-05,Zr1S2,mp-1186
Metal,0.0,-5.887,106.018,43.346,233.664,8.761,2.971,8.683,2.904,2.904,5.36e-05,Hf1Sn1Pd1,mp-11869
Insulator,5.966,-7.585,-4.298,1.893,660.93,19.901,2.428,20.07,2.367,3.098,8.302e-05,C4O4,mp-11875
Metal,0.0,-3.738,174.14,67.774,338.77,52.868,2.873,50.417,2.815,3.252,6.107e-05,Zr4Ni14,mp-1188069
Insulator,0.875,-4.415,35.464,18.101,225.355,56.114,3.022,54.838,2.911,2.299,5.233e-05,Sn4Pb4S12,mp-1188095
Metal,0.0,-5.851,211.342,80.21,269.721,49.877,2.926,49.693,2.88,3.076,4.74e-05,Zr4Pt12,mp-1188129
Metal,0.0,-9.659,193.917,77.586,294.157,49.967,2.891,45.61,2.862,2.793,5.349e-05,Zr6W10,mp-1188207
Insulator,5.059,-7.709,46.426,24.467,659.157,45.001,2.428,41.998,2.405,2.723,5.925e-05,Si6O12,mp-1188220
Metal,0.0,-7.947,197.234,124.8,747.685,51.607,2.23,50.92,2.126,2.832,6.093e-05,Ti8O12,mp-1188323
Metal,0.0,-7.238,103.153,40.855,232.326,53.86,2.96,49.77,2.902,2.718,5.181e-05,Zr10Si2Pb6,mp-1188445
Metal,0.0,-6.903,100.462,38.078,220.168,54.853,2.979,50.874,2.909,2.667,5.221e-05,Zr10Sn2Pb6,mp-1188487
Metal,0.0,-8.457,309.903,228.407,1673.85,30.549,1.037,28.549,0.997,2.695,8.571e-05,C20,mp-1188817
Metal,0.0,-4.135,37.832,22.041,210.797,45.055,3.055,42.807,2.916,2.849,5.364e-05,Ba6Ge10,mp-1188954
Metal,0.0,-4.982,122.028,59.961,398.934,46.591,2.783,43.82,2.731,3.377,6.226e-05,Ti12Ge4,mp-1189044
Metal,0.0,-5.904,164.877,84.8,449.306,53.201,2.692,52.562,2.672,3.304,6.033e-05,Zr4Si8Ni6,mp-1189144
Metal,0.0,-6.509,196.817,110.907,522.305,45.559,2.551,47.65,2.453,2.558,6.924e-05,Cr12C4,mp-1189286
Metal,0.0,-6.994,100.229,39.69,215.928,54.918,2.983,51.072,2.909,2.716,5.18e-05,Zr10Te2Pb6,mp-1189342
Metal,0.0,-7.478,111.288,47.711,283.047,53.961,2.91,49.869,2.864,2.599,6.015e-05,Zr10Sn6S2,mp-1189510
Insulator,0.189,-7.797,342.923,140.677,478.771,52.085,2.612,52.04,2.604,2.509,5.758e-05,Os8C12,mp-1189780
Metal,0.0,-4.821,235.193,90.044,296.349,50.358,2.91,49.95,2.863,2.95,4.841e-05,Ti4Pt12,mp-1189793
Insulator,1.078,-7.045,48.394,16.787,219.954,49.405,3.003,50.481,2.924,2.358,5.232e-05,Ba4Hf3S10,mp-1189858
Metal,0.0,-6.339,98.498,40.372,269.804,53.532,2.935,49.715,2.88,2.588,6.218e-05,Zr10Zn2Sn6,mp-1189981
Metal,0.0,-3.189,59.946,16.41,193.57,3.431,3.063,3.252,2.925,3.174,6.136e-05,Se1,mp-119
Insulator,1.54,-2.796,54.352,23.488,244.257,6.108,3.057,5.876,2.908,3.122,6.06e-05,Zn1Se1,mp-1190
Metal,0.0,-3.52,160.799,45.592,341.889,46.149,2.867,45.215,2.815,3.045,6.169e-05,Ti8Ni8,mp-1190013
Insulator,2.635,-5.289,106.922,29.818,403.358,51.293,2.819,49.845,2.755,2.626,5.99e-05,Te6O12,mp-1190021
Insulator,1.261,-6.688,58.903,28.383,318.359,55.821,2.877,53.402,2.824,2.439,5.254e-05,Ca4Hf4S12,mp-1190098
Insulator,4.286,-9.076,409.6,451.167,2010.292,14.006,0.685,14.047,0.659,2.929,8.571e-05,C16,mp-1190171
Metal,0.0,-3.181,12.923,10.862,145.915,65.836,3.115,66.657,2.973,2.547,5.358e-05,Ba12Sn8,mp-1190176
Insulator,3.599,-9.342,182.894,93.369,556.542,59.586,2.581,60.583,2.543,2.774,6.013e-05,Zr8O16,mp-1190186
Insulator,1.481,-4.477,34.144,15.261,191.251,42.058,3.078,41.005,2.936,2.557,4.735e-05,Ba4Ge2Se8,mp-11902
Metal,0.0,-7.386,109.501,44.056,257.97,54.064,2.938,49.416,2.889,2.591,6.013e-05,Zr10Sn6Se2,mp-1190294
Insulator,3.568,-5.924,105.772,62.078,554.379,61.976,2.634,61.285,2.547,2.604,6.028e-05,Ca4Se4O16,mp-1190360
Insulator,1.31,-3.671,16.295,11.737,165.517,80.131,3.105,76.574,2.949,2.617,5.174e-05,Ba8Zn4Te12,mp-1190380
Insulator,3.012,-8.028,168.366,100.087,533.71,63.421,2.623,64.379,2.572,2.592,5.188e-05,Ca4W4O16,mp-1190383
Metal,0.0,-4.319,79.072,30.379,211.319,62.027,3.013,60.536,2.913,2.651,5.323e-05,Ba2Sn12Ru6,mp-1190471
Insulator,1.495,-4.115,20.757,15.437,197.165,78.804,3.087,75.229,2.944,2.548,5.201e-05,Ba8Zn4Se12,mp-1190528
Insulator,2.957,-5.85,96.397,46.391,565.649,58.151,2.556,52.919,2.501,2.813,6.057e-05,Mg12O12,mp-1190533
Insulator,3.539,-6.47,84.224,41.56,420.959,65.975,2.821,63.256,2.721,2.752,5.193e-05,Ba4Mg2Ge4O14,mp-1190545
Insulator,2.174,-6.29,112.399,70.493,597.668,56.905,2.56,55.038,2.489,2.547,5.926e-05,Ge8O16,mp-1190549
Insulator,5.895,-6.412,107.136,59.126,491.297,63.769,2.706,61.054,2.67,2.635,5.21e-05,Ba4S4O16,mp-1190568
Insulator,2.756,-6.938,99.175,46.659,451.532,62.595,2.821,61.503,2.675,2.64,5.189e-05,Ba4Cr4O16,mp-1190622
Insulator,2.124,-4.412,26.445,17.257,237.948,78.382,3.05,72.828,2.91,2.704,5.209e-05,Ba8Zn4S12,mp-1190623
Metal,0.0,-7.932,124.381,31.965,206.28,71.241,2.961,70.593,2.928,2.876,5.353e-05,Hf16Pd8,mp-1190654
Insulator,0.98,-5.491,53.921,31.283,285.06,67.418,2.946,61.73,2.847,2.743,5.709e-05,Ba8Si8C8,mp-1190675
